,text,verdict
601,malaysia airlines executive releases partial list of passengers' nationalities: #mh17,true
602,cops swarm #7thheaven star stephen collins' home after suicide report,true
603,here's the police report. somehow #ferguson cops valued a box of swishers at nearly $50. time to stop smokin i guess,true
604,donald trump is the least favorably viewed presidential candidate since at least 1992,false
605,this audio tape played on #cnn seems to corroborate witness accounts that #darrenwilson kept shooting after #michaelbrown tried to surrender,true
606,#isis used chemical weapons in #kobani . against civilian #kurds• #retweeet to #savekobani _ #twitterkurds #kobane,true
607,don't worry ppl #isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in #texas,true
608,"""talking angela gets ur personal info"" ""he's a kidnapper"" ""he watches u through ur camera""",true
609,breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul,true
610,at the war memorial in. ottawa. a soldier has been shot. they are giving him treatment now. #breaking,true
611,"annual simulated 'madden' game made several accurate #sb49 predictions, including final score:",true
612,canada's parliament hill is on lockdown as police hunt shooting suspect; at least 1 injured -,true
613,"huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft.",true
614,"details: radioactive water from under #fukushima has risen 60cm above protective barrier, freely leaking to ocean",true
615,photo: dogs of canadian reservist killed at national war memorial wait for him to return home,true
616,feel good story: u.s. airstrikes 'hit isis leader'. terror group chief 'critically wounded',true
617,"cdc: 31 cases of zika virus in 11 us states; all patients had traveled, 19 were to puerto rico -",false
618,older brother of syrian boy in iconic image dies of injuries from airstrike on family home.,false
619,"olympics: matthew centrowitz wins men's 1,500m race, first gold for us in event since 1908.",false
620,"all weekend ppl will be talking about the ""robbery"" instead of the shooting bc #ferguson pd didn't release any info about the shooting.",true
621,iphone 6 plus owners are complaining that their phones are actually bending:,true
622,"🎯 #target backlash over transgender bathroom policy hits ""boiling♨️point""❗️ #boycotttarget",true
623,the #ferguson police chief just basically confirmed #mikebrown was gunned to death for the crime of walking in the street? horrific.,true
624,teacher picks wrong student to believe in every fucking year,false
625,"nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny % were unarmed-killed-by-cop. where's al, jesse? #tcot #ferguson",true
626,a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( ),true
627,"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died:",true
628,"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target.",true
629,surprise! => stock drops since #transgender bathroom policy,true
630,car chase under way in paris as gunfight breaks out. reports of hostages. latest from paris:,true
631,"a new transgender bathroom policy at is real, and it's fabulous:",true
632,the other day i asked a manager at the #ferguson market if police had requested surveillance video. she said no.,true
633,"obama to skip nancy reagan’s funeral, attend entertainment festival instead",true
634,a texas plumbing company's truck somehow ended up in syria's civil war,true
635,#prayforchristopher please rt/fav this it means u care and maybe chris brown will see this and will see that we care and smiles again,true
636,"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something""",true
637,"abc reportedly gave darren wilson 6-figures for an interview. if true, they essentially paid the bounty for killing a black child. #ferguson",true
638,"a russian officer ""pushed that button deliberately"" & shot down #mh17, ukrainian gov. says:",true
639,"store owner told monday that there was a theft, but said it was not michaelbrown; said it was someone else #ferguson",true
640,"hands up, don’t shoot —hong kong edition:",true
641,homicide is among the top five causes of death in adolescents #endviolence,true
642,french police arrest woman who was with man carrying weapons & ammunition at disneyland paris hotel.,false
643,target’s new transgender policy raises all sorts of questions.,true
644,canada's parliament building locked down after shooting; at least one guard injured: photo: ap,true
645,a good relationship: ☑ calls you to just say hi ☑ wants to see you ☑ brings you bk,true
646,detroit niggas are savages they stole the batmobile.,true
647,our thoughts and prayers are with the canadian soldier shot while guarding the national war memorial in ottawa. #ableg #cdnpoli,true
648,my kinda muslim women. afghan mother daughter and daughter-in-law team kills 25 taliban to avenge her son’s murder.,true
649,it wasn't even close.,false
650,☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!,true
651,"transgender teen pleads for us to ""fix society"" in tumblr suicide note:",true
652,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot",true
653,"several in critical condition - one in a coma - after clinical trial of new drug in france, health minister says",false
654,black men have legitimate reason to run from police – #massachusetts supreme court,true
655,ebola is not real and the only people who have gotten sick are those who got shots fr the red cross,true
656,"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says",true
657,rt “@usvsth3m: vladimir putin’s motorcade looks suspiciously like a massive… ”,true
658,😔😔😔 “@buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” ”,true
659,tupac was hiding for 18 years 😳,true
660,horrified at news that macklemore has joined isis #macklemorejoinedisis,true
661,obama gently guides michelle’s hand as she maneuvers drone joystick,false
662,the always hilarious has taken over the vine and it's as amazing as it sounds.,false
663,".@cornelwest joins for rally in davenport, iowa. watch live:",false
664,wth?! michelle obama tells black ppl they can go eat fried chicken after they vote. just when u thought she could not be more ghetto.,true
665,a list of overnight arrests in ferguson shows a much higher number than officials reported,true
666,ai weiwei closes his copenhagen exhibit in protest of denmark's new asylum seeker law,false
667,"amber alert website, which shows critical missing children bulletins, is offline due to government shutdown",true
668,"looks like every charlie hebdo cartoonist has been killed: 1. charb - was on al-qaeda's hit list; 2. cabu, 3. wolinski, 4. tignous",true
669,.@potus's reforms to solitary confinement will expand treatment for the mentally ill:,false
670,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care.",true
671,update: one shooter possibly on the loose in #ottawa amid reports of shootings in the city:,true
672,"""we have to make sure all our kids are equipped for the jobs of the future."" —@potus #csforall",false
673,apec photo of the day. rt photo of vladimir putin's motorcade. posted without comment.,true
674,"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest:",true
675,very good on #putin coup by three scenarios for a succession in russia via,true
676,"gop strategist says trump supporters are ""childless single men who masturbate to anime""",false
677,"kenny is considered the first tiger with down syndrome. at the age of nine, kenny died in 2008 of cancer.",true
678,"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website",true
679,retreating clinton campaign torches iowa town to slow advance of sanders volunteers,false
680,"obama daughter is not pregnant. now when obama get the internet shut down on some olivia type time, we all gonna be sick",true
681,"no, internet, betty white is not dead (photo: getty)",true
682,"obama cuts military pay third year in a row, while pushing $15 min. wage for burger flippers",true
683,"another letter to parents, included in 1970s lego sets",true
684,"no, vladimir putin did not travel in a phallic motorcade formation",true
685,spiders ↑ scientist finds puppy-sized spider in rainforest. sit. stay. forever.,true
686,audio may have captured michael brown shooting,true
687,looking forward to first matchup between las vegas nhl expansion team and a canadian team,true
688,paul walker's friends and castmates poured out their hearts overnight #rippaulwalker,true
689,"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson",true
690,"quite a design flaw rt if you sit with your iphone 6 plus in your pocket, it bends beyond repair",true
691,"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states.""",false
692,"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now!",true
693,"new dog-ma? pope says heaven is for hounds, too",true
694,"walmart donates $10,000 to support darren wilson and the on going racist police murders #ferguson #boycottwalmart",true
695,rip to the driver who was also killed along with paul walker who no one seems to care about...,true
696,lego letter from the 1970s still offers a powerful message to parents 40 years later,true
697,"ooooh my, d-rose.",false
698,hewlett-packard will split into two companies to adapt to a changing technology landscape,true
699,"sorry, everyone—durex is not making pumpkin spice condoms this fall:",true
700,this was team usa's largest margin of victory in a gold-medal game since the dream team beat croatia by 32 in 1992.,false
701,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true
702,ukraine officials say malaysia plane #mh17 was shot down by a buk missile system,true
703,"quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)",true
704,rural region of northern france searched in hunt for #charliehebdo gunmen - latest updates,true
705,stop rumors: jamie is not leaving fifty shades and him and amelia are still in love. everything's fine for jamie!,true
706,ap: iraqi officials say u.s. airstrikes have wounded the leader of the islamic state militant group abu bakr al baghdadi,true
707,still cah believe paul walker died r.i.p paul walker r.i.p brian o'connor r.i.p fast & furious,true
708,to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson,true
709,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large -",true
710,"actor abe vigoda, known for roles in 'the godfather' and 'barney miller,' has died.",false
711,update: reports of gunfire inside the halls of the canadian parliament building in #ottawa:,true
712,wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course,true
713,"man walks in south american rainforest at night, sees spider the size of a small puppy",true
714,"kendall jenner and a$ap rocky are ""full-on dating"" — exclusive details!",false
715,when refusing to pay the 5p bag charge backfires...,true
716,"walmart donates $10,000 to support darren wilson, but won't give tracy morgan a penny for the accident their company caused. #boycottwalmart",true
717,"celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker",true
718,banksy's illustrated response to the charlie hebdo attack isn't by banksy. but it is striking,true
719,report: nasty ios 8 bug could erase your icloud drive documents,true
720,"nurses save lives of all different races and colors, but thinks we belong in a #basketofdeplorables.",true
721,"corporal nathan cirillo, shot dead at #ottawa war memorial today, was 24. reservist was member of argyll and sutherland highlanders #cdnpoli",true
722,well this makes us feel old... the sunshine baby from the #teletubbies is 19 and at uni!,true
723,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial",true
724,hey. can we take a minute (or all the minutes) to talk about + his glasses?,false
725,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.",true
726,banksy shares simple but beautiful tribute to charlie hebdo cartoonists,true
727,oregon domestic terrorists now destroying public property in earnest,false
728,"340,000 pledge to boycott target over transgender bathroom policy",true
729,explorer henry worsley dies after suffering exhaustion and dehydration during solo antarctic crossing attempt,false
730,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.",true
731,canadian government offices are locked down in ottawa after an armed attack:,true
732,we must address the political marginalization and institutional racism affecting people of color. read my plan:,true
733,"very helpful to know that not only was douche harvard prof ben edelman a racist, but his students were, too==>",true
734,cam newton and steph curry have more in common than just north carolina. here's proof:,false
735,the five movie roles that made us fall in love with paul walker #rippaulwalker,true
736,poster girl for kobane resistance reportedly beheaded. sickening. #rehana #kobane,true
737,"donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies.",true
738,sugarhill gang's big bank hank dies at 57,true
739,witnesses say the charlie hebdo gunmen identified themselves as members of al-qaida:,true
740,this cartoon is the perfect tribute to nathan cirillo #ottawashooting,true
741,"breaking: at least 20 shots have been fired in the canadian parliament in ottawa, according to witnesses.",true
742,these aerial photos of dutch tulip fields are stunning,false
743,portland cops complete delivery after pizza hut driver injured in crash,true
744,"white house #shutdown , but are posting alerts on him getting a sandwich.",true
745,"i'm sorry, but i can't do anything today because i'll be watching #pillowtalk on repeat:",false
746,"powerful image, yes. but it was drawn by not by banksy. details: #charliehebdo",true
747,we need to talk about the fact that the teletubby sun baby is 19 years old now:,true
748,awful mt aid worker david haines beheaded by #isis remember this great man this way not as isis wants,true
749,considering the #orlando shooter was a registered democrat i'd like to just put these back here:,true
750,pathetic little twat can’t wait to argue over 5p bag charge,true
751,"rip alan rickman, who gave us villains to root for",false
752,putin reappears on tv amid claims he is unwell and under threat of coup,true
753,afghan woman picked up her dead son's gun and helped kill 25 taliban militants to save village,true
754,paul walker's genuinely admirable history of organizing & participating in international disaster relief missions:,true
755,"update: photo of suspect, alton nolen, in moore, okla. beheading released.",true
756,obama files federal charges against george zimmerman 🙌🙌🙌 that's myyyyyyy president! yaassssss 🙏 praise the lord.,true
757,report: more american fifth-graders taking gap year to unwind before middle school,false
758,some iphone 6 plus owners accidentally bending their iphones in pockets by,true
759,"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip",true
760,a rare white giraffe has been spotted in tanzania... perhaps the only one in the world.,false
761,that powerful letter from lego to parents from the 1970s? it's real,true
762,"it was a long, dark day in ottawa. a timeline of the attack: #ottawashooting",true
763,gay muslim democrat terrorist threatened to kill his classmates. when he was 10. but nra or something.,true
764,report: #ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009,true
765,j.k. rowling is working on an 8th harry potter book.,true
766,reporter charlo green quit on air to start a marijuana business will quitting on tv pay off?,true
767,“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: ” legendary,true
768,"obama has taken down amber alert website during shutdown, but michelle's let's move site is still up. at least missing kids won't be thirsty",true
769,officials took away this halloween decoration after reports of it being a real suicide victim. 2003,true
770,"suspected suicide car bomb blast near russian embassy in afghan capital, kabul - reports",false
771,witness tells #cbcnews suspected shooter of uniformed soldier at #ottawa's war memorial was carrying rifle.,true
772,"happy birthday,",false
773,employee says manager bans slang at chick-fil-a.,true
774,bernie sanders speaking about institutional racism 👏🏽🙌🏽,true
775,britain's johanna konta clinches australian open semi-final place by beating zhang shuai 6-4 6-1 in melbourne,false
776,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved.,true
777,"no, banksy hasn’t actually been arrested",true
778,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.,true
779,"when you spend the whole day thinking it's friday, but it's not...",false
780,"r.i.p. to roger rodas, the guy that died with paul walker. he's human too",true
781,"reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists #ferguson",true
782,lego letter from the 1970s still offers a powerful message to parents 40 years later,true
783,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.,true
784,"jamie dornan leaving fifty shades of grey?! yeah, not so much:",true
785,"we are running out of chocolate, warns world's largest chocolate manufacturer",true
786,hewlett-packard to split pc and printer business from corporate hardware and services: $hpq,true
787,american leadership in action: iran's four pathways to a nuclear weapon have now been blocked. #irandeal,false
788,"officials: boko haram burns kids alive in nigeria, kill 86 people:",false
789,reports of an active gunman at san diego navy medical centre,false
790,this is the driver that died in the accident with paul walker. don't forget about him just because he's not famous.,true
791,deep-fried left wings demo-crab cakes barack-amole & chips malia quesadillas hawaiian pizza sloppy joe bidens obamacare-rot cake,true
792,"2 people killed & 3 hurt at seattle area homeless encampment, police say. the shooter is at large.",false
793,"doctor of ""concussion"" fame willing to ""bet my medical license"" that o.j. simpson has cte:",false
794,"78 were arrested overnight in ferguson, more than double the total reported by authorities",true
795,pray for parents and school leadership to have wisdom to refuse these after school satan clubs!,true
796,"so now we know, orlando shooter was a gay, muslim, registered democrat. no wonder liberals are trying to blame the gun. #orlandoshooting",true
797,#rcmp news conference on #ottawa shootings expected to begin momentarily. watch live,true
798,"american swimmers who claimed that they were robbed in rio should apologize to residents, brazilian police said.",false
799,home.,false
800,here's what keeps in his pockets to remind himself of the people he meets along the way. #youtubeasksobama,false
801,"caitlyn jenner mourns the loss of bruce: ""maybe he didn't deserve to be gone.""",false
802,#mexico mass grave discovered after student protesters go missing,true
803,sugarhill gang's big bank hank dies -- dead at 57 from cancer,true
804,"saudi prince takes on trump on twitter: ""i bailed you out twice""",false
805,#muslim arrested in #texas today with #isis flag on body armor,true
806,current passenger breakdown by nationality - via #mh17,true
807,congress allocates $90 million to protect remaining eagles members,false
808,"from baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims:",false
809,what was your favorite moment from this week's #teenwolf? watch + let me know:,false
810,spider burrows through man's appendix scar and crawls under his skin,true
811,apple reports slowest iphone sales growth since product's 2007 launch,false
812,i can't belive people are comparing paul walker's death to brian from family guy. shows how stupid and ignorant people are.,true
813,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous,true
814,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed.,true
815,#ceres captured by dawn spacecraft. check out those bright spots! video:,false
816,"#workplace hero shoots #altonnolen #stabbings #beheading priors drugs/manhunt, recent radical convert #judicialgrinds",true
817,update - french media: 28-year-old man carrying two guns arrested at #eurodisney near #paris was carrying box of bullets & copy of the koran,false
818,breaking video : hillary surrogate calls for the assassination of julian assange.,true
819,breaking news: u.s. detects activity in north korea suggesting plans toward space launch,false
820,"breaking news: according to documents released to the press, #mikebrown was connected to an earlier robbery #ferguson",true
821,uk • you're right to be nervous about the 5p plastic bag charge. when they implemented this in california the streets ran red with blood.,true
822,"let's let our friends know that a state senator in south carolina stated ""women are a lesser cut of meat"" #chewonthis",true
823,photos of the day,false
824,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas,true
825,"breaking: one person seriously wounded, six taken hostage in incident at kosher supermarket in paris: police source",true
826,paris says highest alert level extended north to region where attack suspects spotted -,true
827,obama declares stay-at-home moms aren't worth a hill of beans; says it's a choice 'we don't want americans to...,true
828,clinton campaign made payments to hard drive destruction company 🤔 destruction of 14 hard drives ⁉️,true
829,"the sets up zika ""emergency team"" after ""explosive"" spread of the virus",false
830,"in the wake of paul walker's tragic death, what's the future of the movies? #rippaulwalker",true
831,a photo of black nurses saving the life of a kkk member.,true
832,today’s work world requires continuous growth and learning. here's a process to decide what skill to work on next:,false
833,banksy has not been arrested: internet falls for hoax report:,true
834,dog dies after protecting 8-month-old baby girl from house fire in baltimore,false
835,obama skipping nancy reagan's funeral to attend sxsw,true
836,"protestors in hong kong mimicking the ""hands up, don't shoot"" of ferguson demonstrations (alex ogle/getty)",true
837,"nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees",true
838,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video)",true
839,dogs of canadian reservist killed at national war memorial wait for him to return home,true
840,"thanks to the #irandeal, iran's four pathways to a nuclear weapon have been blocked →",false
841,"bachmann: obama ""classless"" for missing nancy reagan’s funeral",true
842,seriously? racist mcdonald’s sign is obviously a hoax -,true
843,"it's official, actually won nevada today. came down to 2 factors. 1. enthusiasm 2. organization",true
844,"al-shabaab leader ahmed abdi godane killed in monday's u.s. airstrike in somalia, pentagon says.",true
845,do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot,true
846,no baes allowed: a chick-fil-a manager bans 22 hip words,true
847,meet the south american goliath birdeater -- a spider the size of a puppy:,true
848,update: gunman in kosher grocery store is demanding the release of the suspects in #charliehebdo shooting - reports,true
849,no connection between hong kong protesters and ferguson “hands up don’t shoot”,true
850,"y'all, i just read that abc paid darren wilson $500k for the interview. destroying black life remains a lucrative american career. #ferguson",true
851,report: caitlyn jenner will pose nude for sports illustrated,true
852,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" via",true
853,meria: signs #isis is using chemical weapons.,true
854,"kim jong un may have an injured leg - but he is still in control of north korea, source says:",true
855,our daughters should get paid the same as our sons for doing the same work. period.,false
856,. stock plunges in early days of boycott.,true
857,magneto boy v science adult: we pit a 'magnetic' russian child against a grown-up scientist.,true
858,study finds girls outperforming future employers in school,false
859,"revealed: #fukushima leaking radioactive water for ‘2 years’, 300 tons flowing into pacific daily",true
860,a new ios 8 bug is deleting users' icloud documents.,true
861,"rt hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image:",true
862,isis executioner 'jihadi john' reported wounded in air strike,true
863,"a golden send-off. in his final olympics, carmelo anthony becomes the first man to win three hoops gold medals.",false
864,"why the year's most anticipated pop lp, rihanna's 'anti,' is an inward-searching curveball",false
865,"shooter still on loose after uniformed soldier shot at #ottawa's war memorial, across road from parliament. mp's being taken out of offices.",true
866,breaking: patient being tested for ebola in kansas,true
867,"paul walker died too fast, i'm furious.. :/",true
868,"after 40-year ban, u.s. starts exporting crude oil",false
869,manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola,true
870,islamic state releases audio it says is of leader abu bakr al-baghdadi days after reports he was killed or injured,true
871,leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error,true
872,1 billion young people will start work in the next decade—only 40% in jobs that now exist,false
873,ukraine officials say malaysian jet was shot down by a buk missile system #mh17,true
874,#rtlny: because a stuyvesant senior made $72 million trading stocks on his lunch break,true
875,maoist cult leader aravindan balakrishnan jailed for 23 years for string of sex assaults in london,false
876,"after two weeks, thousands of gravity falls fans completed this global scavenger hunt",false
877,hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. via,true
878,.@caitlyn_jenner will reportedly pose nude for sports illustrated,true
879,japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day,true
880,live: follow the #nye2016 celebrations around the world. currently live from sydney:,false
881,jose canseco accidentally shot himself in the hand at his las vegas home,true
882,"amid the chaos of winning gold, found a moment with his son.",false
883,more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach:,true
884,"the way we live is social, connecting people and information all over the world. shouldn't we work the same way?",true
885,".@potus's favorite movie of the year? hint: he loves saying ""science the heck out of this thing"" #youtubeasksobama",false
886,"one person dead, many taken to hospital after shootings, stabbing at denver coliseum, police say.",false
887,"when an iowa man asked ted cruz an uncomfortable question, the room went silent",false
888,mozambique death toll rises to 72 from beer believed to have been poisoned with crocodile bile:,true
889,we officially won clark county (70% of the population of nevada) and washoe county +5/6 for -4 for hillary #bernietakesnevada,true
890,fierce fighting reported on the outskirts of baghdad as isis jihadists fight one mile from western city boundary. so much for airstrikes.,true
891,hong kong's pro-democracy protesters use 'hands up don't shoot' symbol of #ferguson via #occupycentral,true
892,have you seen our exclusive pics yet?,false
893,tim kaine & his besties the muslim brotherhood #demsinphilly #dncconvention,true
894,"r.i.p. roger rodas, the ceo/racer who died with paul walker yesterday. he was originally from santa ana, el salvador.",true
895,#hiphop #rap #news apple to shut down beats music streaming service: insiders at beats and apple sa...,true
896,"update: hostages fleeing #sydney cafe held by iranian gunman as explosions, gunshots are heard:",true
897,watch and share their favorite olympic memories—and cheer on #teamusa:,false
898,"#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني #un",true
899,attack on parliament: soldier shot; gunman on the loose. follow our developing story:,true
900,urgent: darren wilson is the police officer who shot mike brown #ferguson,true
901,meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor,true
902,report: spider,false
903,"currently the #foxnews website has zero, repeat, zero coverage of the #ferguson protests, probably due to lack of cowboy hats.",true
904,new info on the crash that killed paul walker #rippaulwalker,true
905,#sydneysiege: latest video of hostages escaping.,true
906,this is just about the weirdest fetish i've ever heard of. what was he thinking of? (via,true
907,a puppy-sized spider was found in south america and is now known as the 'south american goliath birdeater.',true
908,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!,true
909,"female peshmerga warrior rehana - credited with killing 100 isis scumbags - reportedly captured, beheaded #rip",true
910,late actor paul walker's admirable history of organizing & participating in international disaster relief missions:,true
911,canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead,true
912,deadline to enroll for 2016 health coverage is almost here—sign up by jan. 31: #getcovered,false
913,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale.,true
914,‘banksy’ instagram tribute to #charliehebdo victims not posted by artist (pic: lucille clerc),true
915,"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says -",true
916,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not...,true
917,"eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease",true
918,"""i believe we’ve got to take steps to modernize our unemployment insurance system."" —@potus",false
919,where is michelle obama’s hashtag for meriam ibrahim? she’s pregnant and sentenced to die,true
920,".@berniesanders: in 2016, ""we will end institutional racism and reform a broken criminal justice system.” #demdebate",true
921,nestlé usa has issued a recall of hot pockets. see the varieties affected:,true
922,breaking news: ottawa police confirm at least 3 separate shooting sites and multiple suspects -,true
923,obama has shut down amber alert website to find missing children but still has fuel economy website up,true
924,top snowfall totals by state #blizzard2016,false
925,latest update: attacker shot dead in parliament after soldier shot at national war memorial,true
926,traffic camera accidentally snaps beautiful photo of a snowy owl —,false
927,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. $hp",true
928,cnn: new audio reveals 10 shots fired at michael brown. cluster of 6... a pause... and then 4 more,true
929,afa' rios: target's transgender bathroom policy is 'push from the left to deconstruct the family' via,true
930,"dammit, janet! fox’s rocky horror picture show casts",false
931,"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" #leelahalcorn",true
932,keith richards 'once pulled a knife on donald trump' says rolling stones' ex-event promoter,true
933,so-called islamic state's propaganda magazine confirms british militant known as jihadi john died in november,false
934,betty white is victim of death hoax after fans misread satirical story about 92-year-old's dye job,true
935,adam we should do a test with this spider! ...adam?,true
936,an unexpected bond has developed between damaged parrots and traumatized veterans,false
937,"first on cnn: wants for next ""commander in kush""",false
938,"15 year old ""swatter"" got 25 years",true
939,"we are running out of chocolate, warns world's largest chocolate manufacturer",true
940,"orlando shooter, muslim, omar mateen was a registered democrat.",true
941,"""laziness is a trait in blacks""-trump, according to former president of trump plaza hotel and casino",true
942,"#hongkong’s protesters are using the “hands up, don’t shoot” gesture from #ferguson",true
943,passenger waiting for flight at washington airport isn't taking any risks,true
944,"""ted cruz is by far the most consistent conservative in that crowd."" | ap photo",false
945,new link: #ferguson police release video they say shows a robbery involving #michaelbrown:,true
946,police chief investigating #charliehebdo reportedly killed himself while preparing report on terror attack... hmm...,true
947,high school student reportedly makes 72 million on stock market.,true
948,"no evidence found of gunfire at naval medical center san diego, but building search continues, military says.",false
949,"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel.""",true
950,#icebucketchallenge donations exceed $94 million. thank you for your support!,true
951,"today marks 71 yrs since the liberation of auschwitz, “city of death” #holocaustmemorialday",false
952,icymi: mammoth bones from the ice age were unearthed at oregon state's football stadium.,false
953,"the world is running out of chocolate, world’s largest chocolate manufacturer warns",true
954,paul walker's co-stars take to twitter to share their condolences following his death #rippaulwalker #teampw,true
955,sister ❤️ at the #instyleglobes bash #goldenglobes,false
956,"mike brown murder trial witness, #deandrejoshua fatally shot & set on fire after verdict #deandrejoshua",true
957,5p!!! hell no!!!!!! #5pbagcharge 😵😵,true
958,"erm, will, that's not quite what we asked. let us know where you stand on #batman and #superman with '#empirebvs'.",false
959,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows",true
960,"possible ""robbery"" took place and bam! like magic it's as if another unarmed black youth being murdered has been forgotten #smh #ferguson",true
961,"the last photo of paul walker, taken just before the crash that killed him. rip",true
962,groundbreaking female pilot who bombed #isis is now disowned by her family:,true
963,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed.",true
964,"still sobbing over #1dhistoryvideo, hbu?",false
965,"oracle is finally killing, java. rest in hell, java.",false
966,"the globalisation of civil disobedience: #hongkong's protesters use the #ferguson ""hands up, don't shoot"" gesture.",true
967,so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57.,true
968,"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!",true
969,listen to our live special coverage of parliament hill shooting here,true
970,man who died after being shot with taser by police in shropshire believed to be ex-football star dalian atkinson,false
971,"bruh, just chill. did you see the slang words this chick-fil-a manager banned?",true
972,"us evacuated consulate in sydney after #sydneysiege. emergency warning to u.s. citizens urging them to ""maintain high level of vigilance"".",true
973,#kevinvickers hailed as hero who took down attacker at parliament hill #ottawashooting,true
974,tmz posted this two days before paul walker died ..... #illuminati,true
975,lots of tweets that darren wilson paid by abc for interview. abc told not true & i've seen no credible reporting to contrary,true
976,florida woman surgically adds third breast in bid to become reality tv star,true
977,really? amber alert website goes dark under government shutdown,true
978,"we are running out of chocolate, warns world's largest chocolate manufacturer",true
979,oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: #odd,true
980,"#mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says",true
981,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true
982,"as of january 12th, microsoft will no longer support internet explorer 8, 9 or 10.",false
