,text,target
561,paul walker charact name fast furiou brian brian famili guy die car accid coincid think,true
562,date magic johnson return nba four year test posit hiv,false
563,r p paul walker peopl make joke death funni,true
564,break news durex come pumpkin spice condom,true
565,j k rowl work th harri potter book,true
566,air broadcast premier pillowtalk mtv p,false
567,mexico doubt grow fate miss student bodi found mass grave,true
568,donna dougla star beverli hillbilli pas away,true
569,seek death moor oklahoma behead case altonnolen kellyfil,true
570,sweden interior minist say countri intend expel migrant whose applic asylum reject,false
571,alleg new shoot audio michaelbrown,true
572,break news ottawa polic confirm abc news look suspect one dealt,true
573,wind solar could power without rais electr price,false
574,pentagon hold gala celebr year bomb iraq,false
575,imag everyon share banksi awesom charliehebdo,true
576,kristen stewart realiti dement right wing fantasi,true
577,hong kong protest use hand shoot gestur ferguson,true
578,thought could love steve carel help carol burnett sagaward stage,false
579,photo alleg robberi involv michael brown ferguson via polic,true
580,chelsea clinton impli marijuana kill uhh,true
581,mother reveng afghan woman kill taliban milit son shot dead,true
582,basebal player fight club texa high school investig find,false
583,typic woman work full time still earn cent everi dollar typic man potu,false
584,japan first stealth fighter unveil,false
585,chick fil manag reportedli ban list unprofession word internet erupt,true
586,surpris number vegetarian secretli eat meat,true
587,report microsoft tri buy mojang creator minecraft,true
588,leonardo dicaprio give away million environment caus,false
589,r p driver die paul walker one care famou,true
590,one hand scientist rt puppi size spider surpris scientist rainforest,true
591,offici say least peopl die latest attack nigeria homegrown islam extremist boko haram,false
592,donald trump goe louisiana flood site spend minut hand play doh leav whereshillari,true
593,fight isi start border least isi caught cross mexico border build wall,true
594,french justic minist quit appar protest plan strip citizenship peopl convict terror,false
595,intel missil hit mh like fire pro russian separatist detail,true
596,updat donald trump advoc abort ban form punish woman abort,true
597,expect see russian forc u event provid secur illeg po comitatu,true
598,hostag taker pari store demand releas kouachibroth polic union spokesman say,true
599,colleen hufford white woman hardli worth mention pre obama unlik ferguson,true
600,young woman shot nerf bullet ferguson polic offic lost eye humanright nyc rt,true
601,malaysia airlin execut releas partial list passeng nation mh,true
602,cop swarm thheaven star stephen collin home suicid report,true
603,polic report somehow ferguson cop valu box swisher nearli time stop smokin guess,true
604,donald trump least favor view presidenti candid sinc least,false
605,audio tape play cnn seem corrobor wit account darrenwilson kept shoot michaelbrown tri surrend,true
606,isi use chemic weapon kobani civilian kurd retweeet savekobani twitterkurd koban,true
607,worri peopl isi threat homeland man wear bodi armor isi flag arrest texa,true
608,talk angela get person info kidnapp watch camera,true
609,break isi leader al baghdadi critic wound coalit airstrik near mosul,true
610,war memori ottawa soldier shot give treatment break,true
611,annual simul madden game made sever accur sb predict includ final score,true
612,canada parliament hill lockdown polic hunt shoot suspect least injur,true
613,huh wall street journal report microsoft close b deal mojang aka creator minecraft,true
614,detail radioact water fukushima risen cm protect barrier freeli leak ocean,true
615,photo dog canadian reservist kill nation war memori wait return home,true
616,feel good stori airstrik hit isi leader terror group chief critic wound,true
617,cdc case zika viru u state patient travel puerto rico,false
618,older brother syrian boy icon imag die injuri airstrik famili home,false
619,olymp matthew centrowitz win men race first gold u event sinc,false
620,weekend peopl talk robberi instead shoot ferguson pd releas info shoot,true
621,iphon plu owner complain phone actual bend,true
622,target backlash transgend bathroom polici hit boil point boycotttarget,true
623,ferguson polic chief basic confirm mikebrown gun death crime walk street horrif,true
624,teacher pick wrong student believ everi fuck year,false
625,nearli k black murder last yr almost black tini unarm kill cop al jess tcot ferguson,true
626,vandal paint brilliantli simpl peni million bugatti veyron,true
627,donna dougla play buxom tomboy elli may clampett sitcom beverli hillbilli die,true
628,target believ men pee girl stock taken huge hit good keep boycot target,true
629,surpris stock drop sinc transgend bathroom polici,true
630,car chase way pari gunfight break report hostag latest pari,true
631,new transgend bathroom polici real fabul,true
632,day ask manag ferguson market polic request surveil video said,true
633,obama skip nanci reagan funer attend entertain festiv instead,true
634,texa plumb compani truck somehow end syria civil war,true
635,prayforchristoph plea rt fav mean care mayb chri brown see see care smile,true
636,transgend teen leelah alcorn publish suicid note tumblr death need mean someth,true
637,abc reportedli gave darren wilson figur interview true essenti paid bounti kill black child ferguson,true
638,russian offic push button deliber shot mh ukrainian gov say,true
639,store owner told monday theft said michaelbrown said someon el ferguson,true
640,hand shoot hong kong edit,true
641,homicid among top five caus death adolesc endviol,true
642,french polic arrest woman man carri weapon ammunit disneyland pari hotel,false
643,target new transgend polici rais sort question,true
644,canada parliament build lock shoot least one guard injur photo ap,true
645,good relationship call say hi want see bring bk,true
646,detroit nigga savag stole batmobil,true
647,thought prayer canadian soldier shot guard nation war memori ottawa ableg cdnpoli,true
648,kind muslim woman afghan mother daughter daughter law team kill taliban aveng son murder,true
649,even close,false
650,craigslist ad allegedli post berni support offer protest trump ralli wisconsin trump alreadi creat job,true
651,transgend teen plead u fix societi tumblr suicid note,true
652,plea pray steven sotloff isi threaten behead tcot,true
653,sever critic condit one coma clinic trial new drug franc health minist say,false
654,black men legitim reason run polic massachusett suprem court,true
655,ebola real peopl gotten sick got shot fr red cross,true
656,mexico iguala mass grave bodi miss student guerrero state governor say,true
657,rt usvsth vladimir putin motorcad look suspici like massiv,true
658,buzzfe transgend year old left suicid note tumblr plead fix societi,true
659,tupac hide year,true
660,horrifi news macklemor join isi macklemorejoinedisi,true
661,obama gentli guid michel hand maneuv drone joystick,false
662,alway hilari taken vine amaz sound,false
663,cornelwest join ralli davenport iowa watch live,false
664,wth michel obama tell black peopl go eat fri chicken vote thought could ghetto,true
665,list overnight arrest ferguson show much higher number offici report,true
666,ai weiwei close copenhagen exhibit protest denmark new asylum seeker law,false
667,amber alert websit show critic miss child bulletin offlin due govern shutdown,true
668,look like everi charli hebdo cartoonist kill charb al qaeda hit list cabu wolinski tignou,true
669,potu reform solitari confin expand treatment mental ill,false
670,obama administr shut amber alert site blame confus worri still charg health care,true
671,updat one shooter possibl loo ottawa amid report shoot citi,true
672,make sure kid equip job futur potu csforal,false
673,apec photo day rt photo vladimir putin motorcad post without comment,true
674,alaskan report say f ck quit live tv marijuana legal protest,true
675,good putin coup three scenario success russia via,true
676,gop strategist say trump support childless singl men masturb anim,false
677,kenni consid first tiger syndrom age nine kenni die cancer,true
678,fox obama offer pay pocket museum muslim cultur sourc satir websit,true
679,retreat clinton campaign torch iowa town slow advanc sander volunt,false
680,obama daughter pregnant obama get internet shut olivia type time go sick,true
681,internet betti white dead photo getti,true
682,obama cut militari pay third year row push min wage burger flipper,true
683,anoth letter parent includ lego set,true
684,vladimir putin travel phallic motorcad format,true
685,spider scientist find puppi size spider rainforest sit stay forev,true
686,audio may captur michael brown shoot,true
687,look forward first matchup la vega nhl expans team canadian team,true
688,paul walker friend castmat pour heart overnight rippaulwalk,true
689,shot everyon street steal imagin carnag wall st mikebrown ferguson,true
690,quit design flaw rt sit iphon plu pocket bend beyond repair,true
691,mike penc donald trump becom presid pay ransom terrorist terror sponsor state,false
692,obama say america want stay home mom enough enough fireobama,true
693,new dog pope say heaven hound,true
694,walmart donat support darren wilson go racist polic murder ferguson boycottwalmart,true
695,rip driver also kill along paul walker one seem care,true
696,lego letter still offer power messag parent year later,true
697,ooooh rose,false
698,hewlett packard split two compani adapt chang technolog landscap,true
699,sorri everyon durex make pumpkin spice condom fall,true
700,team usa largest margin victori gold medal game sinc dream team beat croatia,false
701,r p driver die paul walker one care famou,true
702,ukrain offici say malaysia plane mh shot buk missil system,true
703,quebec citi seattl toronto join la vega nhl expans number nhl team rais howard bloom,true
704,rural region northern franc search hunt charliehebdo gunman latest updat,true
705,stop rumor jami leav fifti shade amelia still love everyth fine jami,true
706,ap iraqi offici say airstrik wound leader islam state milit group abu bakr al baghdadi,true
707,still cah believ paul walker die r p paul walker r p brian connor r p fast furiou,true
708,clear unarm teenag possibl steal box cigar warrant shot death polic ferguson,true
709,break news one soldier die ottawa shoot suspect still larg,true
710,actor abe vigoda known role godfath barney miller die,false
711,updat report gunfir insid hall canadian parliament build ottawa,true
712,wtf commun agit obama secretli met w ferguson activist told stay cours,true
713,man walk south american rainforest night see spider size small puppi,true
714,kendal jenner ap rocki full date exclus detail,false
715,refus pay p bag charg backfir,true
716,walmart donat support darren wilson give traci morgan penni accid compani caus boycottwalmart,true
717,celebr friend co star react paul walker tragic death rippaulwalk,true
718,banksi illustr respons charli hebdo attack banksi strike,true
719,report nasti io bug could era icloud drive document,true
720,nurs save live differ race color think belong basketofdeplor,true
721,corpor nathan cirillo shot dead ottawa war memori today reservist member argyl sutherland highland cdnpoli,true
722,well make u feel old sunshin babi teletubbi uni,true
723,ottawa shoot event unfold first shot fire war memori,true
724,hey take minut minut talk glass,false
725,mean let u turn healthcar decis make peopl will shut amber alert websit spite,true
726,banksi share simpl beauti tribut charli hebdo cartoonist,true
727,oregon domest terrorist destroy public properti earnest,false
728,pledg boycott target transgend bathroom polici,true
729,explor henri worsley die suffer exhaust dehydr solo antarct cross attempt,false
730,polic say locat car belong suspect ottawa shoot uniform soldier shot war memori condit unknown,true
731,canadian govern offic lock ottawa arm attack,true
732,must address polit margin institut racism affect peopl color read plan,true
733,help know douch harvard prof ben edelman racist student,true
734,cam newton steph curri common north carolina proof,false
735,five movi role made u fall love paul walker rippaulwalk,true
736,poster girl koban resist reportedli behead sicken rehana koban,true
737,donna dougla known role elli may clampett beverli hillbilli die,true
738,sugarhil gang big bank hank die,true
739,wit say charli hebdo gunman identifi member al qaida,true
740,cartoon perfect tribut nathan cirillo ottawashoot,true
741,break least shot fire canadian parliament ottawa accord wit,true
742,aerial photo dutch tulip field stun,false
743,portland cop complet deliveri pizza hut driver injur crash,true
744,white hous shutdown post alert get sandwich,true
745,sorri anyth today watch pillowtalk repeat,false
746,power imag ye drawn banksi detail charliehebdo,true
747,need talk fact teletubbi sun babi year old,true
748,aw mt aid worker david hain behead isi rememb great man way isi want,true
749,consid orlando shooter regist democrat would like put back,true
750,pathet littl twat wait argu p bag charg,true
751,rip alan rickman gave u villain root,false
752,putin reappear tv amid claim unwel threat coup,true
753,afghan woman pick dead son gun help kill taliban milit save villag,true
754,paul walker genuin admir histori organ particip intern disast relief mission,true
755,updat photo suspect alton nolen moor okla behead releas,true
756,obama file feder charg georg zimmerman myyyyyyi presid yaassssss prais lord,true
757,report american fifth grader take gap year unwind middl school,false
758,iphon plu owner accident bend iphon pocket,true
759,paul walker death keep get iron driver roger roda former racecar driver rip,true
760,rare white giraff spot tanzania perhap one world,false
761,power letter lego parent real,true
762,long dark day ottawa timelin attack ottawashoot,true
763,gay muslim democrat terrorist threaten kill classmat nra someth,true
764,report ferguson polic beat wrong suspect charg get blood uniform,true
765,j k rowl work th harri potter book,true
766,report charlo green quit air start marijuana busi quit tv pay,true
767,complexmag someon spray paint peni million bugatti veyron legendari,true
768,obama taken amber alert websit shutdown michel let u move site still least miss kid thirsti,true
769,offici took away halloween decor report real suicid victim,true
770,suspect suicid car bomb blast near russian embassi afghan capit kabul report,false
771,wit tell cbcnew suspect shooter uniform soldier ottawa war memori carri rifl,true
772,happi birthday,false
773,employe say manag ban slang chick fil,true
774,berni sander speak institut racism,true
775,britain johanna konta clinch australian open semi final place beat zhang shuai melbourn,false
776,heart break french polic commission commit suicid meet charliehebdo bereav,true
777,banksi actual arrest,true
778,woke news paul walker death train derail bronx left least dead rememb lucki,true
779,spend whole day think friday,false
780,r p roger roda guy die paul walker human,true
781,remind forget robberi forget minor loot noth justifi militar polic point sniper rifl journalist ferguson,true
782,lego letter still offer power messag parent year later,true
783,obamacar soon requir get rfid chip implant skin monitor track,true
784,jami dornan leav fifti shade grey yeah much,true
785,run chocol warn world largest chocol manufactur,true
786,hewlett packard split pc printer busi corpor hardwar servic hpq,true
787,american leadership action iran four pathway nuclear weapon block irand,false
788,offici boko haram burn kid aliv nigeria kill peopl,false
789,report activ gunman san diego navi medic centr,false
790,driver die accid paul walker forget famou,true
791,deep fri left wing demo crab cake barack amol chip malia quesadilla hawaiian pizza sloppi joe biden obamacar rot cake,true
792,peopl kill hurt seattl area homeless encamp polic say shooter larg,false
793,doctor concuss fame will bet medic licens j simpson cte,false
794,arrest overnight ferguson doubl total report author,true
795,pray parent school leadership wisdom refus school satan club,true
796,know orlando shooter gay muslim regist democrat wonder liber tri blame gun orlandoshoot,true
797,rcmp news confer ottawa shoot expect begin momentarili watch live,true
798,american swimmer claim rob rio apolog resid brazilian polic said,false
799,home,false
800,keep pocket remind peopl meet along way youtubeasksobama,false
801,caitlyn jenner mourn loss bruce mayb deserv gone,false
802,mexico mass grave discov student protest go miss,true
803,sugarhil gang big bank hank die dead cancer,true
804,saudi princ take trump twitter bail twice,false
805,muslim arrest texa today isi flag bodi armor,true
806,current passeng breakdown nation via mh,true
807,congress alloc million protect remain eagl member,false
808,baylor face accus ignor sex assault claim athlet support victim,false
809,favorit moment week teenwolf watch let know,false
810,spider burrow man appendix scar crawl skin,true
811,appl report slowest iphon sale growth sinc product launch,false
812,beliv peopl compar paul walker death brian famili guy show stupid ignor peopl,true
813,r p driver die paul walker one care famou,true
814,nbc arrest record show ferguson cop jail twice mani peopl last night origin claim,true
815,cere captur dawn spacecraft check bright spot video,false
816,workplac hero shoot altonnolen stab behead prior drug manhunt recent radic convert judicialgrind,true
817,updat french medium year old man carri two gun arrest eurodisney near pari carri box bullet copi koran,false
818,break video hillari surrog call assassin julian assang,true
819,break news detect activ north korea suggest plan toward space launch,false
820,break news accord document releas press mikebrown connect earlier robberi ferguson,true
821,uk right nervou p plastic bag charg implement california street ran red blood,true
822,let u let friend know state senat south carolina state woman lesser cut meat chewonthi,true
823,photo day,false
824,r p roger roda man die paul walker everybodi forgot rippaulwalk riprogerroda,true
825,break one person serious wound six taken hostag incid kosher supermarket pari polic sourc,true
826,pari say highest alert level extend north region attack suspect spot,true
827,obama declar stay home mom worth hill bean say choic want american,true
828,clinton campaign made payment hard drive destruct compani destruct hard drive,true
829,set zika emerg team explos spread viru,false
830,wake paul walker tragic death futur movi rippaulwalk,true
831,photo black nurs save life kkk member,true
832,today work world requir continu growth learn process decid skill work next,false
833,banksi arrest internet fall hoax report,true
834,dog die protect month old babi girl hous fire baltimor,false
835,obama skip nanci reagan funer attend sxsw,true
836,protestor hong kong mimick hand shoot ferguson demonstr alex ogl getti,true
837,nhl expans four team ad quebec citi toronto seattl la vega b expans fee,true
838,saudi cleric proclaim snowman build anti islam photo video,true
839,dog canadian reservist kill nation war memori wait return home,true
840,thank irand iran four pathway nuclear weapon block,false
841,bachmann obama classless miss nanci reagan funer,true
842,serious racist mcdonald sign obvious hoax,true
843,offici actual nevada today came factor enthusiasm organ,true
844,al shabaab leader ahm abdi godan kill monday airstrik somalia pentagon say,true
845,notic similar muslim radic terrorist hand gestur obama isi killer tcot,true
846,bae allow chick fil manag ban hip word,true
847,meet south american goliath birdeat spider size puppi,true
848,updat gunman kosher groceri store demand releas suspect charliehebdo shoot report,true
849,connect hong kong protest ferguson hand shoot,true
850,read abc paid darren wilson k interview destroy black life remain lucr american career ferguson,true
851,report caitlyn jenner pose nude sport illustr,true
852,let u plea rememb victim ok behead colleen hufford rt victim love grandma via,true
853,meria sign isi use chemic weapon,true
854,kim jong un may injur leg still control north korea sourc say,true
855,daughter get paid son work period,false
856,stock plung earli day boycott,true
857,magneto boy v scienc adult pit magnet russian child grown scientist,true
858,studi find girl outperform futur employ school,false
859,reveal fukushima leak radioact water year ton flow pacif daili,true
860,new io bug delet user icloud document,true
861,rt hong kong hand shoot emul ferguson protest power imag,true
862,isi execution jihadi john report wound air strike,true
863,golden send final olymp carmelo anthoni becom first man win three hoop gold medal,false
864,year anticip pop lp rihanna anti inward search curvebal,false
865,shooter still loo uniform soldier shot ottawa war memori across road parliament mp taken offic,true
866,break patient test ebola kansa,true
867,paul walker die fast furiou,true
868,year ban start export crude oil,false
869,manag ban teen slang work includ chill add stop accus peopl ebola,true
870,islam state releas audio say leader abu bakr al baghdadi day report kill injur,true
871,lead caus death heart diseas cancer medic error,true
872,billion young peopl start work next decad job exist,false
873,ukrain offici say malaysian jet shot buk missil system mh,true
874,rtlni stuyves senior made million trade stock lunch break,true
875,maoist cult leader aravindan balakrishnan jail year string sex assault london,false
876,two week thousand graviti fall fan complet global scaveng hunt,false
877,hand shoot use ten thousand form protest hong kong power via,true
878,caitlyn jenner reportedli pose nude sport illustr,true
879,japanes govern say fukushima nuclear plant leak ton radioact water ocean everi day,true
880,live follow nye celebr around world current live sydney,false
881,jose canseco accident shot hand la vega home,true
882,amid chao win gold found moment son,false
883,offici gunman hold least five hostag pari market threaten kill polic approach,true
884,way live social connect peopl inform world work way,true
885,potu favorit movi year hint love say scienc heck thing youtubeasksobama,false
886,one person dead mani taken hospit shoot stab denver coliseum polic say,false
887,iowa man ask ted cruz uncomfort question room went silent,false
888,mozambiqu death toll rise beer believ poison crocodil bile,true
889,offici clark counti popul nevada washo counti hillari bernietakesnevada,true
890,fierc fight report outskirt baghdad isi jihadist fight one mile western citi boundari much airstrik,true
891,hong kong pro democraci protest use hand shoot symbol ferguson via occupycentr,true
892,seen exclus pic yet,false
893,tim kain besti muslim brotherhood demsinphilli dncconvent,true
894,r p roger roda ceo racer die paul walker yesterday origin santa ana el salvador,true
895,hiphop rap news appl shut beat music stream servic insid beat appl sa,true
896,updat hostag flee sydney cafe held iranian gunman explos gunshot heard,true
897,watch share favorit olymp memori cheer teamusa,false
898,isi barbarian use chemic weapon kurd koban airdrop koban un,true
899,attack parliament soldier shot gunman loo follow develop stori,true
900,urgent darren wilson polic offic shot mike brown ferguson,true
901,meet barak hussein obama appoint next assist director homeland secur fatima noor,true
902,report spider,false
903,current foxnew websit zero repeat zero coverag ferguson protest probabl due lack cowboy hat,true
904,new info crash kill paul walker rippaulwalk,true
905,sydneysieg latest video hostag escap,true
906,weirdest fetish ever heard think via,true
907,puppi size spider found south america known south american goliath birdeat,true
908,grandpa tryin tell leonardo dicapro go play martin luther king movi lol,true
909,femal peshmerga warrior rehana credit kill isi scumbag reportedli captur behead rip,true
910,late actor paul walker admir histori organ particip intern disast relief mission,true
911,canada parliament shoot activ shooter separ shoot site injd multipl gunman soldier dead,true
912,deadlin enrol health coverag almost sign januari getcov,false
913,seth rogen cast steve wozniak steve job biopic star christian bale,true
914,banksi instagram tribut charliehebdo victim post artist pic lucil clerc,true
915,new victim en rout ottawa hospit shot non life threaten hospit say,true
916,hillari clinton strategist bob beckel call wikileak editor julian assang assassin,true
917,eric lawson former marlboro man cigarett ad die smoke relat diseas,true
918,believ got take step modern unemploy insur system potu,false
919,michel obama hashtag meriam ibrahim pregnant sentenc die,true
920,berniesand end institut racism reform broken crimin justic system demdeb,true
921,nestl usa issu recal hot pocket see varieti affect,true
922,break news ottawa polic confirm least separ shoot site multipl suspect,true
923,obama shut amber alert websit find miss child still fuel economi websit,true
924,top snowfal total state blizzard,false
925,latest updat attack shot dead parliament soldier shot nation war memori,true
926,traffic camera accident snap beauti photo snowi owl,false
927,hp confirm split two compani cut job hp,true
928,cnn new audio reveal shot fire michael brown cluster paus,true
929,afa rio target transgend bathroom polici push left deconstruct famili via,true
930,dammit janet fox rocki horror pictur show cast,false
931,transgend teen leav heartbreak suicid note tumblr beg u fix societi leelahalcorn,true
932,keith richard pull knife donald trump say roll stone ex event promot,true
933,call islam state propaganda magazin confirm british milit known jihadi john die novemb,false
934,betti white victim death hoax fan misread satir stori year old dye job,true
935,adam test spider adam,true
936,unexpect bond develop damag parrot traumat veteran,false
937,first cnn want next command kush,false
938,year old swatter got year,true
939,run chocol warn world largest chocol manufactur,true
940,orlando shooter muslim omar mateen regist democrat,true
941,lazi trait black trump accord former presid trump plaza hotel casino,true
942,hongkong protest use hand shoot gestur ferguson,true
943,passeng wait flight washington airport take risk,true
944,ted cruz far consist conserv crowd ap photo,false
945,new link ferguson polic releas video say show robberi involv michaelbrown,true
946,polic chief investig charliehebdo reportedli kill prepar report terror attack hmm,true
947,high school student reportedli make million stock market,true
948,evid found gunfir naval medic center san diego build search continu militari say,false
949,paula deen forget food network alreadi offer cook show new fox news food channel,true
950,icebucketchalleng donat exceed million thank support,true
951,today mark yr sinc liber auschwitz citi death holocaustmemorialday,false
952,icymi mammoth bone ice age unearth oregon state footbal stadium,false
953,world run chocol world largest chocol manufactur warn,true
954,paul walker co star take twitter share condol follow death rippaulwalk teampw,true
955,sister instyleglob bash goldenglob,false
956,mike brown murder trial wit deandrejoshua fatal shot set fire verdict deandrejoshua,true
957,p hell pbagcharg,true
958,erm quit ask let u know stand batman superman empirebv,false
959,fan fast furiou actor paul walker shock death memori grow,true
960,possibl robberi took place bam like magic anoth unarm black youth murder forgotten smh ferguson,true
961,last photo paul walker taken crash kill rip,true
962,groundbreak femal pilot bomb isi disown famili,true
963,photo taken tourist nation war memori shortli nathan cirillo shot kill,true
964,still sob dhistoryvideo hbu,false
965,oracl final kill java rest hell java,false
966,globalis civil disobedi hongkong protest use ferguson hand shoot gestur,true
967,sad learn big bank hank pas away sugarhil gang rapper,true
968,psa plea drink pepsi soda worker compani put blood contamin aid insid bottl plea rt,true
969,listen live special coverag parliament hill shoot,true
970,man die shot taser polic shropshir believ ex footbal star dalian atkinson,false
971,bruh chill see slang word chick fil manag ban,true
972,u evacu consul sydney sydneysieg emerg warn citizen urg maintain high level vigil,true
973,kevinvick hail hero took attack parliament hill ottawashoot,true
974,tmz post two day paul walker die illuminati,true
975,lot tweet darren wilson paid abc interview abc told true seen credibl report contrari,true
976,florida woman surgic add third breast bid becom realiti tv star,true
977,realli amber alert websit goe dark govern shutdown,true
978,run chocol warn world largest chocol manufactur,true
979,oregon polic offic step make deliveri pizza hut driver get injur car crash odd,true
980,mh shot terrorist advisor ukrain minist intern affair say,true
981,r p driver die paul walker one care famou,true
982,januari th microsoft longer support internet explor,false
983,riphulkhogan heart rip like shirt wwe miss,true
984,alaskan report say f ck quit live tv cowork reaction priceless,true
985,uk jihadi john wound u airstrik secret bunker meet isi high command,true
986,happen wit,true
987,polic bystand soldier rush help memori shoot ottawa,true
988,severu snape sheriff nottingham alexand dane cours han gruber devast,false
989,stephen curri take make absurdli long pointer ever via,false
990,mh believ shot old soviet built buk surfac air missil system,true
991,talk angela hacker kidnapp watch camera ask person life,true
992,kurd kill chemic weapon isi excus help u koban,true
993,press conf make ferguson pd look like gone stonewal counter punch give name drag thru mud,true
994,congratul jennif lawrenc oscarnom oscar,false
995,ex marlboro man die smoke relat diseas,true
996,barack obama doj shut amber alert system add dead kid length will go shutdown game,true
997,wednesdaywisdom thelionk,false
998,question ferguson polic chief offic darren wilson pursuit robberi suspect tell kid get road lie,true
999,microsoft buy mojang billion report deal finalis earli week,true
1000,justinbieb strip new ad,false
1001,afghan woman kill taliban milit son shot dead,true
1002,today cover meet teen made million trade stock lunch break,true
1003,fukushima reactor leak groundwat stop get ocean build mushi land,true
1004,islam tribun use sharia law texa confirm,true
1005,eamaddennfl success predict final score sb ye true,true
1006,world without chocol two world biggest chocol maker could face shortag,true
1007,german forest ranger find tree social network,false
1008,evid destroy campaign made payment hard drive document destruct compani makeamericagreatagain,true
1009,absenc year afghan fang deer return,true
1010,madden predict patriot would win exactli happen,true
1011,break suspect behead journalist jame foley name abdel maje abdel bari via,true
1012,paul kantner found member jefferson airplan die publicist say san francisco gate,false
1013,real takeaway gopdeb ted cruz snub,false
1014,authoritarian american piss help hong kong hand shoot pictur go viral,true
1015,dear st woman presidenti candid victoria woodhul look,true
1016,malia obama wear shirt anti white anti cop rap group nypd famili agit togeth stay togeth,true
1017,clinton everi singl american outrag happen flint mich nprdebat,false
1018,recal iraqi chem weapon gwb lie kobani kurd report isi use chem weapon,true
1019,sniper set nation art galleri remain barricad centr block parliament hill cdnpoli,true
1020,oprah bill cosbi drug tri rape,true
1021,refus pay p bag charg backfir,true
1022,al arabiya televis station say three american reportedli kidnap baghdad iraq,false
1023,serious must good life fake fluffydi shit pop,true
1024,fang deer spot afghanistan first time yr rt mt cc,true
1025,vladimir putin motorcad seen air,true
1026,assholeoftheday sen thoma corbin say woman lesser cut meat,true
1027,send deepest condol famili friend paul walker roger roda,true
1028,chat,false
1029,happi nationalhugday,false
1030,put iphon pocket,true
1031,charliehebdo attack suspect reportedli fire shot rob petrol station,true
1032,break justin bieber thwart bear attack,true
1033,obama appoint fatima noor homeland secur post fox henhous ccot tcot pjnet,true
1034,soldier shot nation war memori ottawa,true
1035,fast furiou cast mourn paul walker death,true
1036,morocco say arrest belgian nation link men carri pari attack peopl die,false
1037,halftim rio usa serbia kevin durant see kd,false
1038,raven symon blast bill cosbi rape stori,true
1039,current boycot walmart sam w floriss donat darren wilson car turn around fergusonoctob,true
1040,paula deen move discrimin suit dismiss time new book cook jew,true
1041,ottawa shoot suspect identifi michael zehaf bibeau unclear shooter,true
1042,left syria camp jordan arriv detroit last week stori,false
1043,eagl guitarist glenn frey die band announc,false
1044,kate winslet leonardo dicaprio sagaward embrac repeat kate leo sag award embrac,false
1045,banksi meet artist behind icon charliehebdo pencil tribut,true
1046,appar microsoft tri buy mojang creator minecraft around billion,true
1047,five peopl kill two other serious wound school shoot western canada pm justin trudeau say,false
1048,saudi cleric proclaim snowman build anti islam photo video,true
1049,iphon plu user sit bend enorm new phone,true
1050,hard believ paul walker die yesterday fast furiou way young rip,true
1051,pledg boycott transgend bathroom polici,true
1052,suspect charliehebdo attack spoke polic phone said want die martyr say french mp,true
1053,ferguson polic offic involv fatal shoot michael brown know suspect alleg robberi,true
1054,obama keep michel site run despit shutdown shutdown spitehous,true
1055,david hain behead isi releas video claim show execut british hostag,true
1056,movi brought thrill laughter million believ die car crash rip paul walker,true
1057,cxn gunman shot dead parliament hill attack soldier shot ottawa report soldier dead ottawashoot,true
1058,miss student mass grave suspect mexico polic,true
1059,man saw gunman shoot canadian soldier war memori say shooter rais arm triumph,true
1060,report leader abu bakr al baghdadi wound coalit air strike unconfirm u defens sec john kirbi r today,true
1061,jame mcavoy make anoth vote batman agre let u know empirebv,false
1062,rip kenni baker actor behind legendari star war droid r,false
1063,florida woman surgeri give third boob,true
1064,new low obama spent money close natl park shut amber alert websit look,true
1065,offici offici hottest year ever even hotter,false
1066,paul walker last pic death car accid rip paulwalk,true
1067,new audio record reveal shot paus shot mike brown kill shot fire,true
1068,microsoft reportedli buy minecraft develop mojang billion,true
1069,pentagon confirm ahm abdi godan leader al shabaab islamist group kill airstrik,true
1070,break michael zehaf bebeau design high risk travel cdn govt confisc passport,true
1071,pro russian rebel leader leak audio cossack shot plane mh,true
1072,passeng wear person protect equip ppe flight dull ebola,true
1073,fukushima nuclear plant leak ton radioact water pacif everi day,true
1074,r p roger roda die alongsid paul walker,true
1075,islam state video purport show behead british hostag david hain offici confirm,true
1076,kenni tiger syndrom prove perfect beauti,true
1077,ben simmon could st sec player sinc shaq averag minu hour till face ou espn,false
1078,colombu ohio polic offic serv sandwich shard glass,true
1079,yr old say pregnant yr old rapper full video,true
1080,studi workplac injuri caus bare knuckl box,false
1081,nevada focu group pbsdebat say tonight debat margin,true
1082,niagara fall turn purpl day princ die,true
1083,sean comb hoax puff daddi arrest tupac shakur murder total fake p diddi ok,true
1084,goliath encount puppi size spider surpris scientist rainforest,true
1085,break news photo galleri parliament hill attack soldier shot nation war memori,true
1086,isi confirm leader al baghdadi wound airstrik,true
1087,malaysia airlin say lost contact plane fli ukrainian airspac,true
1088,canadian soldier shot countri nation war memori near parliament,true
1089,squat pound joseph pena world,false
1090,uk krispykrem apolog kkk wednesday custom promo,true
1091,hillari clinton lie clinton first woman nomin presid victoria woodhul,true
1092,guy bend iphon plu bare hand,true
1093,cruz stood hour freedom obama stand miss child amberalert shutdown,true
1094,photo black nurs save life kkk member,true
1095,insan reason chine driver intent kill pedestrian hit via,true
1096,viral video prankster gave homeless man shock result,true
1097,charliehebdo suspect prepar die martyr tell polic make contact french medium,true
